,id,category,company,brand,offer,chain,market,repeater,offerdate,quantity,offervalue,mean_quantity,mean_amount,purchased
0,99128004,5616,104610040,15889,1204576,17,4,f,2013-04-06,1,1.0,1.5,3.4175,1
1,100470893,5616,104610040,15889,1204576,15,9,f,2013-04-07,1,1.0,1.0,4.656666666666667,0
2,97167859,3203,106414464,13474,1197502,4,1,t,2013-04-02,1,0.75,1.0,3.59,0
3,98319236,1726,104460040,7668,1200581,17,4,f,2013-03-30,1,1.25,1.0,2.3739999999999997,0
4,99780431,3203,106414464,13474,1197502,15,9,f,2013-03-27,1,0.75,2.0,8.98,0
5,22791304,3203,106414464,13474,1197502,20,7,f,2013-03-27,1,0.75,1.0,2.79,0
6,98540232,3203,106414464,13474,1197502,95,39,f,2013-03-29,1,0.75,1.2857142857142858,2.94,0
7,99572156,3203,106414464,13474,1197502,14,8,f,2013-03-25,1,0.75,1.0,2.59,0
8,102945158,5616,104610040,15889,1204576,15,9,f,2013-04-04,1,1.0,1.0833333333333333,2.676666666666667,1
9,67852785,5616,104610040,15889,1204576,15,9,f,2013-04-07,1,1.0,1.0,4.323333333333333,1
10,103941632,1726,104460040,7668,1200581,17,4,f,2013-04-05,1,1.25,1.0,1.9966666666666668,0
11,106738985,5616,104610040,15889,1204576,4,1,f,2013-04-05,1,1.0,1.0,5.99,0
12,106752635,1726,104460040,7668,1200581,3,2,f,2013-03-30,1,1.25,1.2,2.004,0
13,52566892,1726,104460040,7668,1200581,17,4,f,2013-03-30,1,1.25,2.0,5.0,0
14,77202444,3203,106414464,13474,1197502,14,8,f,2013-03-28,1,0.75,2.0,5.58,0
15,103877944,3203,106414464,13474,1197502,17,4,f,2013-03-26,1,0.75,1.0,3.49,1
16,104667175,3203,106414464,13474,1197502,15,9,t,2013-03-28,1,0.75,1.0,3.49,1
17,99735795,1726,104460040,7668,1200581,17,4,f,2013-03-31,1,1.25,1.3333333333333333,5.6499999999999995,0
18,105010774,1726,104460040,7668,1200581,17,4,f,2013-04-02,1,1.25,1.0,3.0566666666666666,0
19,105154900,1726,104460040,7668,1200581,15,9,t,2013-03-31,1,1.25,1.0,3.59,0
20,70401965,3203,106414464,13474,1197502,88,14,f,2013-03-25,1,0.75,1.0,2.79,0
21,86528154,1726,104460040,7668,1200581,88,14,f,2013-03-30,1,1.25,1.25,4.6675,0
22,99377893,3203,106414464,13474,1197502,15,9,f,2013-03-30,1,0.75,1.0,2.7220000000000004,0
23,104047938,5619,107717272,102504,1204821,15,9,t,2013-04-03,1,1.5,1.0,6.99,0
24,13251776,1726,104460040,7668,1200581,15,9,f,2013-03-30,1,1.25,1.8,4.563000000000001,0
25,17486592,3203,106414464,13474,1197502,15,9,t,2013-04-17,1,0.75,1.0,3.49,0
26,97698632,2202,104460040,3718,1208252,18,11,t,2013-04-25,1,3.0,1.0,5.89,0
27,23412989,3203,106414464,13474,1197502,17,4,f,2013-04-23,1,0.75,1.0,3.49,1
28,84290725,3203,106414464,13474,1197502,15,9,f,2013-03-29,1,0.75,1.0,3.29,0
29,93512574,5616,104610040,15889,1204576,4,1,f,2013-04-04,1,1.0,1.2941176470588236,5.214117647058823,1
30,103429165,3203,106414464,13474,1197502,18,11,f,2013-03-25,1,0.75,1.0,2.774,0
31,89332055,1726,104460040,7668,1200581,17,4,f,2013-03-30,1,1.25,1.4,5.36,0
32,103863090,5616,104610040,15889,1204576,3,2,f,2013-04-06,1,1.0,1.0,3.49,0
33,16691816,3509,103320030,875,1200988,3,2,f,2013-03-18,1,2.0,1.1666666666666667,11.488333333333335,0
34,79842864,3203,106414464,13474,1197502,18,11,f,2013-04-16,1,0.75,1.0,2.99,0
35,99603641,5616,104610040,15889,1204576,15,9,f,2013-04-06,1,1.0,1.0,4.156666666666667,1
36,106399228,1726,104460040,7668,1200581,4,1,f,2013-04-10,1,1.25,1.3333333333333333,3.5933333333333337,0
37,52732914,3203,106414464,13474,1197502,18,11,f,2013-03-28,1,0.75,1.0,2.24,0
38,62707639,1726,104460040,7668,1200581,18,11,f,2013-03-30,1,1.25,1.375,0.7775000000000001,0
39,100172712,1726,104460040,7668,1200581,95,39,f,2013-03-30,1,1.25,1.8181818181818181,5.20909090909091,0
40,102104939,3203,106414464,13474,1197502,88,14,f,2013-04-18,1,0.75,1.0,2.99,1
41,102400323,1726,104460040,7668,1200582,4,1,t,2013-03-31,1,1.25,1.6,4.964,0
42,106739572,3203,106414464,13474,1197502,15,9,f,2013-04-02,1,0.75,1.0,3.49,1
43,94315295,3203,106414464,13474,1197502,14,8,f,2013-03-29,1,0.75,1.0,3.49,1
44,105920351,5616,104610040,15889,1204576,3,2,f,2013-04-24,1,1.0,1.6666666666666667,5.708333333333333,1
45,99338226,3203,106414464,13474,1197502,20,7,t,2013-03-25,1,0.75,1.0,2.99,0
46,54196583,1726,104460040,7668,1200582,17,4,f,2013-04-17,1,1.25,1.0,1.7266666666666666,0
47,105800108,5616,104610040,15889,1204576,4,1,f,2013-04-07,1,1.0,1.0,5.656666666666666,0
48,104495350,5616,104610040,15889,1204576,88,14,f,2013-04-04,1,1.0,1.0,5.1328571428571435,0
49,100033247,1726,104460040,7668,1200581,18,11,f,2013-03-30,1,1.25,1.0714285714285714,4.052142857142857,0
50,101277904,1726,104460040,7668,1200581,4,1,f,2013-04-01,1,1.25,1.0,2.714,0
51,105128463,3203,106414464,13474,1197502,217,10,f,2013-03-26,1,0.75,1.0,3.99,0
52,53250970,5616,104610040,15889,1204576,15,9,t,2013-04-18,1,1.0,1.1538461538461537,4.181538461538462,0
53,83961677,5616,104610040,15889,1204576,15,9,f,2013-04-06,1,1.0,1.0,2.6372727272727277,1
54,53078911,1726,104460040,7668,1200581,95,39,f,2013-04-01,1,1.25,1.25,3.0650000000000004,0
55,84251640,3203,106414464,13474,1197502,15,9,t,2013-03-29,1,0.75,1.0,2.89,0
56,99551842,1726,104460040,7668,1200581,15,9,f,2013-04-01,1,1.25,1.0,2.832,0
57,98453496,3203,106414464,13474,1197502,17,4,f,2013-03-27,1,0.75,1.0,4.19,0
58,100262437,1726,104460040,7668,1200581,18,11,f,2013-03-30,1,1.25,1.5,3.75,0
59,103037388,1726,104460040,7668,1200581,3,2,f,2013-04-03,1,1.25,1.6,5.294,0
60,104614700,1726,104460040,7668,1200582,4,1,f,2013-04-03,1,1.25,1.2727272727272727,3.7172727272727273,0
61,101515916,1726,104460040,7668,1200581,18,11,f,2013-03-30,1,1.25,1.0,6.4925,0
62,104350522,3203,106414464,13474,1197502,4,1,t,2013-03-26,1,0.75,1.0,3.99,0
63,105775815,3203,106414464,13474,1197502,15,9,f,2013-03-28,1,0.75,1.0,3.49,1
64,82765230,3203,106414464,13474,1197502,4,1,f,2013-03-29,1,0.75,1.0,2.79,0
65,105125362,5616,104610040,15889,1204576,15,9,f,2013-04-05,1,1.0,1.0,3.99,0
66,78011710,3203,106414464,13474,1197502,20,7,f,2013-03-29,1,0.75,1.0,3.99,0
67,106830032,3203,106414464,13474,1197502,95,39,t,2013-04-20,1,0.75,1.0,3.49,1
68,55253605,3203,106414464,13474,1197502,15,9,f,2013-03-26,1,0.75,1.0,2.04,0
69,104447927,3203,106414464,13474,1197502,17,4,f,2013-03-26,1,0.75,1.3333333333333333,3.953333333333333,0
70,61274786,1726,104460040,7668,1200581,4,1,f,2013-04-09,1,1.25,1.0,2.4425,0
71,104320658,3203,106414464,13474,1197502,17,4,t,2013-03-27,1,0.75,1.0,3.99,0
72,19330664,3203,106414464,13474,1197502,4,1,f,2013-03-26,1,0.75,1.0,2.79,0
73,77989055,3203,106414464,13474,1197502,88,14,f,2013-03-25,1,0.75,1.0,2.99,0
74,97065108,3203,106414464,13474,1197502,14,8,t,2013-03-29,1,0.75,1.0,2.29,0
75,103132791,3203,106414464,13474,1197502,17,4,f,2013-03-29,1,0.75,1.0,3.54,0
76,105504163,1726,104460040,7668,1200581,95,39,t,2013-03-30,1,1.25,1.3333333333333333,5.8566666666666665,0
77,98313447,3203,106414464,13474,1197502,18,11,f,2013-03-26,1,0.75,1.0,2.39,0
78,98680391,5616,104610040,15889,1204576,88,14,f,2013-04-04,1,1.0,1.0,3.99,1
79,99205395,3203,106414464,13474,1197502,20,7,t,2013-03-30,1,0.75,2.0,5.0,0
80,104694725,2202,104460040,3718,1208251,15,9,f,2013-04-24,1,2.0,1.0,2.29,0
81,49315424,3203,106414464,13474,1197502,4,1,f,2013-03-31,1,0.75,1.0,2.89,0
82,68405887,3203,106414464,13474,1197502,95,39,f,2013-03-25,1,0.75,1.0,2.775,0
83,76210273,1726,104460040,7668,1200581,3,2,t,2013-04-11,1,1.25,1.1666666666666667,7.771666666666666,1
84,78533743,3203,106414464,13474,1197502,88,14,f,2013-03-29,1,0.75,1.0,3.49,0
85,97603715,3203,106414464,13474,1197502,15,9,t,2013-04-17,1,0.75,1.0,3.49,1
86,105465837,1726,104460040,7668,1200582,95,39,f,2013-03-30,1,1.25,1.0,2.794,0
87,106287086,3203,106414464,13474,1197502,95,39,f,2013-03-26,1,0.75,2.0,4.98,0
88,56554319,3203,106414464,13474,1197502,14,8,t,2013-03-29,1,0.75,1.0,3.49,1
89,104316579,5616,104610040,15889,1204576,17,4,t,2013-04-04,1,1.0,2.0,3.99,0
90,105085492,5616,104610040,15889,1204576,15,9,f,2013-04-04,1,1.0,1.0,4.94,0
91,68553874,5616,104610040,15889,1204576,17,4,f,2013-04-23,1,1.0,2.0,6.485,1
92,101379120,3203,106414464,13474,1197502,4,1,f,2013-04-17,1,0.75,1.0,2.5,0
93,104212926,5616,104610040,15889,1204576,15,9,f,2013-04-05,1,1.0,1.5333333333333334,3.996000000000001,1
94,106430707,5616,104610040,15889,1204576,95,39,f,2013-04-04,1,1.0,1.2,3.848,1
95,68903050,3203,106414464,13474,1197502,20,7,t,2013-03-29,1,0.75,1.0,2.79,0
96,104909488,3203,106414464,13474,1197502,18,11,f,2013-04-09,1,0.75,1.5,4.485,0
97,65923948,3203,106414464,13474,1197502,15,9,t,2013-03-25,1,0.75,1.5,2.985,0
98,101183396,3203,106414464,13474,1197502,88,14,t,2013-03-29,1,0.75,1.0,0.79,1
99,101600793,3203,106414464,13474,1197502,95,39,f,2013-03-29,1,0.75,1.0,3.99,1
100,101776473,3203,106414464,13474,1197502,4,1,t,2013-03-29,1,0.75,1.0,4.49,1
101,64778099,1726,104460040,7668,1200581,15,9,f,2013-03-31,1,1.25,1.0,5.823333333333333,0
102,96787408,3203,106414464,13474,1197502,14,8,f,2013-03-29,1,0.75,2.0,2.79,0
103,97186684,1726,104460040,7668,1200581,3,2,f,2013-04-01,1,1.25,1.5,3.09,0
104,104395878,5616,104610040,15889,1204576,4,1,t,2013-04-06,1,1.0,1.6666666666666667,5.816666666666667,1
105,105510902,3203,106414464,13474,1197502,15,9,t,2013-03-25,1,0.75,1.0,5.99,1
106,85287702,3203,106414464,13474,1197502,15,9,f,2013-03-26,1,0.75,1.3333333333333333,3.49,0
107,106748031,3203,106414464,13474,1197502,88,14,f,2013-03-25,1,0.75,2.0,7.98,0
108,59474603,3203,106414464,13474,1197502,15,9,f,2013-03-26,1,0.75,1.0,1.49,0
109,85167394,3203,106414464,13474,1197502,18,11,f,2013-03-26,1,0.75,1.3333333333333333,5.22,0
110,97482367,3203,106414464,13474,1197502,15,9,f,2013-03-28,1,0.75,1.0,2.79,1
111,99066247,3203,106414464,13474,1197502,95,39,f,2013-04-06,1,0.75,1.0,2.39,0
112,104884542,5616,104610040,15889,1204576,4,1,f,2013-04-05,1,1.0,1.0666666666666667,5.124,1
113,88798493,3509,103320030,875,1200988,88,14,f,2013-03-17,1,2.0,1.5,7.99,1
114,75088826,5616,104610040,15889,1204576,4,1,f,2013-04-07,1,1.0,2.6666666666666665,13.64,0
115,99349386,5616,104610040,15889,1204576,17,4,f,2013-04-06,1,1.0,1.625,4.26125,0
116,101795263,1726,104460040,7668,1200581,20,7,t,2013-03-30,1,1.25,1.0,2.65,0
117,104558657,3203,106414464,13474,1197502,4,1,f,2013-03-29,1,0.75,1.0,3.0,1
118,16797008,3203,106414464,13474,1197502,88,14,t,2013-04-17,1,0.75,1.0,3.49,1
119,98500404,1726,104460040,7668,1200581,20,7,f,2013-03-30,1,1.25,1.0,3.915,0
120,105196560,1726,104460040,7668,1200581,15,9,f,2013-03-30,1,1.25,1.0,4.073333333333333,0
121,56912376,3203,106414464,13474,1197502,18,11,f,2013-03-25,1,0.75,1.0,2.37,0
122,102745775,3203,106414464,13474,1197502,4,1,f,2013-03-26,1,0.75,1.0,3.2,1
123,76957383,5616,104610040,15889,1204576,17,4,f,2013-04-07,1,1.0,1.21875,4.12375,1
124,79022865,3203,106414464,13474,1197502,15,9,f,2013-03-26,1,0.75,1.0,1.74,0
125,101201035,1726,104460040,7668,1200581,14,8,t,2013-04-01,1,1.25,1.0,2.623333333333333,0
126,102801070,5616,104610040,15889,1204576,14,8,f,2013-04-06,1,1.0,1.0625,4.442500000000002,1
127,103247295,1726,104460040,7668,1200582,17,4,f,2013-04-01,1,1.25,2.0,5.588,0
128,103110242,5616,104610040,15889,1204576,15,9,t,2013-04-04,1,1.0,1.1666666666666667,4.53388888888889,1
129,104258080,3203,106414464,13474,1197502,18,11,f,2013-03-25,1,0.75,1.0,3.49,1
130,71054734,3203,106414464,13474,1197502,88,14,t,2013-04-19,1,0.75,1.0,3.29,0
131,104641432,3203,106414464,13474,1197502,15,9,f,2013-03-27,1,0.75,1.0,3.49,0
132,89335145,5616,104610040,15889,1204576,4,1,f,2013-04-07,1,1.0,1.0,4.575,1
133,54825809,3203,106414464,13474,1197502,95,39,f,2013-03-31,1,0.75,1.0,2.99,0
134,101326517,3203,106414464,13474,1197502,15,9,f,2013-04-16,1,0.75,1.0,3.4233333333333333,0
135,105605763,3203,106414464,13474,1197502,95,39,f,2013-04-01,1,0.75,1.0,2.79,0
136,98104751,3203,106414464,13474,1197502,20,7,f,2013-03-27,1,0.75,1.0,2.99,0
137,101640346,3203,106414464,13474,1197502,14,8,f,2013-04-22,1,0.75,1.0,3.1,1
138,102730854,3203,106414464,13474,1197502,14,8,t,2013-04-16,1,0.75,1.5,3.435,0
139,102786301,1726,104460040,7668,1200581,15,9,f,2013-03-30,1,1.25,1.5,2.995,0
140,101149630,5616,104610040,15889,1204576,88,14,f,2013-04-04,1,1.0,1.0,3.49,0
141,105461215,3203,106414464,13474,1197502,20,7,f,2013-03-25,1,0.75,1.5,4.485,0
142,18277411,5616,104610040,15889,1204576,4,1,f,2013-04-04,1,1.0,1.1428571428571428,4.774285714285716,1
143,98870517,3203,106414464,13474,1197502,14,8,f,2013-03-31,1,0.75,1.6666666666666667,4.416666666666667,0
144,104554336,3203,106414464,13474,1197502,15,9,t,2013-03-25,1,0.75,1.0,2.79,1
145,105621464,5616,104610040,15889,1204576,88,14,f,2013-04-07,1,1.0,1.0,4.16,1
146,58544414,1726,104460040,7668,1200581,15,9,f,2013-04-01,1,1.25,1.1,8.319,0
147,103999868,5616,104610040,15889,1204576,15,9,f,2013-04-05,1,1.0,1.0869565217391304,4.277391304347825,1
148,100541937,1726,104460040,7668,1200581,4,1,f,2013-04-02,1,1.25,1.0,2.9933333333333336,0
149,103838814,3203,106414464,13474,1197502,4,1,f,2013-03-31,1,0.75,1.0,3.99,0
150,91662030,1726,104460040,7668,1200581,3,2,f,2013-03-31,1,1.25,1.0,5.85,0
151,101506864,3203,106414464,13474,1197502,4,1,f,2013-03-25,1,0.75,1.0,3.09,0
152,13540129,1726,104460040,7668,1200581,14,8,f,2013-03-30,1,1.25,1.3333333333333333,4.653333333333333,0
153,101598981,5616,104610040,15889,1204576,88,14,f,2013-04-08,1,1.0,1.346938775510204,4.267551020408164,1
154,103592886,3203,106414464,13474,1197502,88,14,f,2013-04-02,1,0.75,1.0,2.79,0
155,97252136,3203,106414464,13474,1197502,3,2,t,2013-03-26,1,0.75,2.0,5.98,0
156,96695996,1726,104460040,7668,1200581,17,4,f,2013-04-07,1,1.25,1.0,4.49,0
157,13807224,5616,104610040,15889,1204576,4,1,f,2013-04-05,1,1.0,1.4375,3.365,1
158,99790764,1726,104460040,7668,1200581,20,7,f,2013-04-05,1,1.25,1.5,2.92,0
159,100464937,1726,104460040,7668,1200581,14,8,f,2013-04-13,1,1.25,2.3333333333333335,6.989999999999999,0
160,59816528,5616,104610040,15889,1204576,14,8,t,2013-04-04,1,1.0,1.0,4.3566666666666665,1
161,49806426,1726,104460040,7668,1200581,88,14,f,2013-03-30,1,1.25,1.2857142857142858,4.581428571428572,0
162,77270297,2202,104460040,3718,1208252,17,4,t,2013-04-25,1,3.0,1.0,2.29,0
163,105255291,3203,106414464,13474,1197502,20,7,f,2013-03-31,1,0.75,1.0,2.79,0
164,49613173,1726,104460040,7668,1200581,4,1,f,2013-04-06,1,1.25,1.0,3.24,0
165,85811085,1726,104460040,7668,1200581,17,4,f,2013-03-30,1,1.25,1.1666666666666667,4.506666666666667,0
166,97072775,5616,104610040,15889,1204576,17,4,f,2013-04-04,1,1.0,1.4444444444444444,3.393333333333333,1
167,103345257,3203,106414464,13474,1197502,17,4,t,2013-04-01,1,0.75,1.0,3.49,1
168,106890119,5619,107717272,102504,1204821,15,9,t,2013-04-01,1,1.5,1.0,5.59,0
169,70623585,3203,106414464,13474,1197502,15,9,t,2013-03-27,1,0.75,1.0,2.21,0
170,86467278,1726,104460040,7668,1200581,4,1,f,2013-04-02,1,1.25,2.0,2.99,0
171,106891525,3203,106414464,13474,1197502,88,14,f,2013-03-30,1,0.75,1.0,3.09,0
172,56939637,1726,104460040,7668,1200582,4,1,f,2013-04-01,1,1.25,1.0,4.943333333333333,0
173,99155110,3203,106414464,13474,1197502,4,1,t,2013-03-27,1,0.75,1.0,3.49,0
174,68553518,3203,106414464,13474,1197502,17,4,f,2013-03-26,1,0.75,1.0,2.79,0
